qid,docid,docno,rank,score,query
1,10088,10088,343,7.637314791211512, rooms AND rescue AND nottingham
1,10231,10231,344,7.637314791211512, rooms AND rescue AND nottingham
1,10285,10285,345,7.637314791211512, rooms AND rescue AND nottingham
1,10353,10353,346,7.637314791211512, rooms AND rescue AND nottingham
1,10407,10407,347,7.637314791211512, rooms AND rescue AND nottingham
1,10612,10612,348,7.637314791211512, rooms AND rescue AND nottingham
1,10664,10664,349,7.637314791211512, rooms AND rescue AND nottingham
1,10858,10858,350,7.637314791211512, rooms AND rescue AND nottingham
1,11009,11009,351,7.637314791211512, rooms AND rescue AND nottingham
1,11010,11010,352,7.637314791211512, rooms AND rescue AND nottingham
1,11054,11054,353,7.637314791211512, rooms AND rescue AND nottingham
1,11253,11253,354,7.637314791211512, rooms AND rescue AND nottingham
1,11284,11284,355,7.637314791211512, rooms AND rescue AND nottingham
1,11375,11375,356,7.637314791211512, rooms AND rescue AND nottingham
1,11423,11423,357,7.637314791211512, rooms AND rescue AND nottingham
1,11503,11503,358,7.637314791211512, rooms AND rescue AND nottingham
1,11772,11772,359,7.637314791211512, rooms AND rescue AND nottingham
1,11852,11852,360,7.637314791211512, rooms AND rescue AND nottingham
1,12232,12232,361,7.637314791211512, rooms AND rescue AND nottingham
1,12593,12593,362,7.637314791211512, rooms AND rescue AND nottingham
1,12647,12647,363,7.637314791211512, rooms AND rescue AND nottingham
1,12674,12674,364,7.637314791211512, rooms AND rescue AND nottingham
1,12863,12863,365,7.637314791211512, rooms AND rescue AND nottingham
1,12903,12903,366,7.637314791211512, rooms AND rescue AND nottingham
1,13079,13079,367,7.637314791211512, rooms AND rescue AND nottingham
1,13133,13133,368,7.637314791211512, rooms AND rescue AND nottingham
1,13367,13367,369,7.637314791211512, rooms AND rescue AND nottingham
1,13403,13403,370,7.637314791211512, rooms AND rescue AND nottingham
1,13590,13590,371,7.637314791211512, rooms AND rescue AND nottingham
1,13621,13621,372,7.637314791211512, rooms AND rescue AND nottingham
1,13714,13714,373,7.637314791211512, rooms AND rescue AND nottingham
1,561,561,374,7.563850890348507, rooms AND rescue AND nottingham
1,1389,1389,375,7.527438519585763, rooms AND rescue AND nottingham
1,1446,1446,376,7.527438519585763, rooms AND rescue AND nottingham
1,1732,1732,377,7.527438519585763, rooms AND rescue AND nottingham
1,1873,1873,378,7.527438519585763, rooms AND rescue AND nottingham
1,2234,2234,379,7.527438519585763, rooms AND rescue AND nottingham
1,2401,2401,380,7.527438519585763, rooms AND rescue AND nottingham
1,2414,2414,381,7.527438519585763, rooms AND rescue AND nottingham
1,2677,2677,382,7.527438519585763, rooms AND rescue AND nottingham
1,2824,2824,383,7.527438519585763, rooms AND rescue AND nottingham
1,3170,3170,384,7.527438519585763, rooms AND rescue AND nottingham
1,3171,3171,385,7.527438519585763, rooms AND rescue AND nottingham
1,3886,3886,386,7.527438519585763, rooms AND rescue AND nottingham
1,3991,3991,387,7.527438519585763, rooms AND rescue AND nottingham
1,4001,4001,388,7.527438519585763, rooms AND rescue AND nottingham
1,4682,4682,389,7.527438519585763, rooms AND rescue AND nottingham
1,4938,4938,390,7.527438519585763, rooms AND rescue AND nottingham
1,5516,5516,391,7.527438519585763, rooms AND rescue AND nottingham
1,6119,6119,392,7.527438519585763, rooms AND rescue AND nottingham
1,6229,6229,393,7.527438519585763, rooms AND rescue AND nottingham
1,6271,6271,394,7.527438519585763, rooms AND rescue AND nottingham
1,6532,6532,395,7.527438519585763, rooms AND rescue AND nottingham
1,6572,6572,396,7.527438519585763, rooms AND rescue AND nottingham
1,6576,6576,397,7.527438519585763, rooms AND rescue AND nottingham
1,6775,6775,398,7.527438519585763, rooms AND rescue AND nottingham
1,6920,6920,399,7.527438519585763, rooms AND rescue AND nottingham
1,7287,7287,400,7.527438519585763, rooms AND rescue AND nottingham
1,7537,7537,401,7.527438519585763, rooms AND rescue AND nottingham
1,8112,8112,402,7.527438519585763, rooms AND rescue AND nottingham
1,8153,8153,403,7.527438519585763, rooms AND rescue AND nottingham
1,8415,8415,404,7.527438519585763, rooms AND rescue AND nottingham
1,8655,8655,405,7.527438519585763, rooms AND rescue AND nottingham
1,8682,8682,406,7.527438519585763, rooms AND rescue AND nottingham
1,8807,8807,407,7.527438519585763, rooms AND rescue AND nottingham
1,9080,9080,408,7.527438519585763, rooms AND rescue AND nottingham
1,9206,9206,409,7.527438519585763, rooms AND rescue AND nottingham
1,9968,9968,410,7.527438519585763, rooms AND rescue AND nottingham
1,10881,10881,411,7.527438519585763, rooms AND rescue AND nottingham
1,11363,11363,412,7.527438519585763, rooms AND rescue AND nottingham
1,11430,11430,413,7.527438519585763, rooms AND rescue AND nottingham
